fecha_notificacion;region;provincia;prop1d
2022-03-26;15;151;0.985930735930736
2022-03-27;15;151;0.985930735930736
2022-03-28;15;151;0.988095238095238
2022-03-29;15;151;0.988095238095238
2022-03-30;15;151;0.983333333333333
2022-03-31;15;151;0.983333333333333
2022-04-01;15;151;0.983333333333333
2022-04-02;15;151;0.995238095238095
2022-04-03;15;151;0.995238095238095
2022-04-04;15;151;0.995238095238095
2022-04-05;15;151;0.995238095238095
2022-04-06;15;151;1
2022-04-07;15;151;1
2022-04-08;15;151;1
2022-04-09;15;151;1
2022-04-10;15;151;1
2022-04-11;15;151;1
2022-04-12;15;151;1
2022-04-13;15;151;1
2022-04-14;15;151;0.987012987012987
2022-04-15;15;151;0.987012987012987
2022-04-16;15;151;0.987012987012987
2022-04-17;15;151;0.987012987012987
2022-04-18;15;151;0.987012987012987
2022-04-19;15;151;0.987012987012987
2022-04-20;15;151;0.987012987012987
2022-04-21;15;151;1
2022-04-22;15;151;1
2022-04-23;15;151;1
2022-04-24;15;151;1
2020-03-10;15;152;NA
2020-03-11;15;152;NA
2020-03-12;15;152;NA
2020-03-13;15;152;NA
2020-03-14;15;152;NA
2020-03-15;15;152;NA
2020-03-16;15;152;NA
2020-03-17;15;152;NA
2020-03-18;15;152;NA
2020-03-19;15;152;NA
2020-03-20;15;152;NA
2020-03-21;15;152;NA
2020-03-22;15;152;NA
2020-03-23;15;152;NA
2020-03-24;15;152;NA
2020-03-25;15;152;NA
2020-03-26;15;152;NA
2020-03-27;15;152;NA
2020-03-28;15;152;NA
2020-03-29;15;152;NA
2020-03-30;15;152;NA
2020-03-31;15;152;NA
2020-04-01;15;152;NA
2020-04-02;15;152;NA
2020-04-03;15;152;NA
2020-04-04;15;152;NA
2020-04-05;15;152;NA
2020-04-06;15;152;NA
2020-04-07;15;152;NA
2020-04-08;15;152;NA
2020-04-09;15;152;NA
2020-04-10;15;152;NA
2020-04-11;15;152;NA
2020-04-12;15;152;NA
2020-04-13;15;152;NA
2020-04-14;15;152;NA
2020-04-15;15;152;NA
2020-04-16;15;152;NA
2020-04-17;15;152;NA
2020-04-18;15;152;NA
2020-04-19;15;152;NA
2020-04-20;15;152;NA
2020-04-21;15;152;NA
2020-04-22;15;152;NA
2020-04-23;15;152;NA
2020-04-24;15;152;NA
2020-04-25;15;152;NA
2020-04-26;15;152;NA
2020-04-27;15;152;NA
2020-04-28;15;152;NA
2020-04-29;15;152;NA
2020-04-30;15;152;NA
2020-05-01;15;152;NA
2020-05-02;15;152;NA
2020-05-03;15;152;NA
2020-05-04;15;152;NA
2020-05-05;15;152;NA
2020-05-06;15;152;NA
2020-05-07;15;152;NA
2020-05-08;15;152;NA
2020-05-09;15;152;NA
2020-05-10;15;152;NA
2020-05-11;15;152;NA
2020-05-12;15;152;NA
2020-05-13;15;152;NA
2020-05-14;15;152;NA
2020-05-15;15;152;NA
2020-05-16;15;152;NA
2020-05-17;15;152;NA
2020-05-18;15;152;NA
2020-05-19;15;152;NA
2020-05-20;15;152;NA
2020-05-21;15;152;NA
2020-05-22;15;152;NA
2020-05-23;15;152;NA
2020-05-24;15;152;NA
2020-05-25;15;152;NA
2020-05-26;15;152;NA
2020-05-27;15;152;NA
2020-05-28;15;152;NA
2020-05-29;15;152;NA
2020-05-30;15;152;NA
2020-05-31;15;152;NA
2020-06-01;15;152;NA
2020-06-02;15;152;NA
2020-06-03;15;152;NA
2020-06-04;15;152;NA
2020-06-05;15;152;NA
2020-06-06;15;152;NA
2020-06-07;15;152;NA
2020-06-08;15;152;NA
2020-06-09;15;152;NA
2020-06-10;15;152;NA
2020-06-11;15;152;NA
2020-06-12;15;152;NA
2020-06-13;15;152;NA
2020-06-14;15;152;NA
2020-06-15;15;152;NA
2020-06-16;15;152;NA
2020-06-17;15;152;NA
2020-06-18;15;152;NA
2020-06-19;15;152;NA
2020-06-20;15;152;NA
2020-06-21;15;152;NA
2020-06-22;15;152;NA
2020-06-23;15;152;NA
2020-06-24;15;152;NA
2020-06-25;15;152;NA
2020-06-26;15;152;NA
2020-06-27;15;152;NA
2020-06-28;15;152;NA
2020-06-29;15;152;NA
2020-06-30;15;152;NA
2020-07-01;15;152;NA
2020-07-02;15;152;NA
2020-07-03;15;152;NA
2020-07-04;15;152;NA
2020-07-05;15;152;NA
2020-07-06;15;152;NA
2020-07-07;15;152;NA
2020-07-08;15;152;NA
2020-07-09;15;152;NA
2020-07-10;15;152;NA
2020-07-11;15;152;NA
2020-07-12;15;152;NA
2020-07-13;15;152;NA
2020-07-14;15;152;NA
2020-07-15;15;152;NA
2020-07-16;15;152;NA
2020-07-17;15;152;NA
2020-07-18;15;152;NA
2020-07-19;15;152;NA
2020-07-20;15;152;NA
2020-07-21;15;152;NA
2020-07-22;15;152;NA
2020-07-23;15;152;NA
2020-07-24;15;152;NA
2020-07-25;15;152;NA
2020-07-26;15;152;NA
2020-07-27;15;152;NA
2020-07-28;15;152;NA
2020-07-29;15;152;NA
2020-07-30;15;152;NA
2020-07-31;15;152;NA
2020-08-01;15;152;NA
2020-08-02;15;152;NA
2020-08-03;15;152;NA
2020-08-04;15;152;NA
2020-08-05;15;152;NA
2020-08-06;15;152;NA
2020-08-07;15;152;NA
2020-08-08;15;152;0.0357142857142857
2020-08-09;15;152;NA
2020-08-10;15;152;NA
2020-08-11;15;152;NA
2020-08-12;15;152;NA
2020-08-13;15;152;NA
2020-08-14;15;152;NA
2020-08-15;15;152;NA
2020-08-16;15;152;NA
2020-08-17;15;152;NA
2020-08-18;15;152;NA
2020-08-19;15;152;NA
2020-08-20;15;152;NA
2020-08-21;15;152;NA
2020-08-22;15;152;NA
2020-08-23;15;152;NA
2020-08-24;15;152;NA
2020-08-25;15;152;NA
2020-08-26;15;152;NA
2020-08-27;15;152;NA
2020-08-28;15;152;NA
2020-08-29;15;152;NA
2020-08-30;15;152;NA
2020-08-31;15;152;NA
2020-09-01;15;152;NA
2020-09-02;15;152;NA
2020-09-03;15;152;NA
2020-09-04;15;152;NA
2020-09-05;15;152;NA
2020-09-06;15;152;NA
2020-09-07;15;152;NA
2020-09-08;15;152;NA
2020-09-09;15;152;NA
2020-09-10;15;152;NA
2020-09-11;15;152;NA
2020-09-12;15;152;NA
2020-09-13;15;152;NA
2020-09-14;15;152;NA
2020-09-15;15;152;NA
2020-09-16;15;152;NA
2020-09-17;15;152;NA
2020-09-18;15;152;NA
2020-09-19;15;152;NA
2020-09-20;15;152;NA
2020-09-21;15;152;NA
2020-09-22;15;152;NA
2020-09-23;15;152;NA
2020-09-24;15;152;NA
2020-09-25;15;152;NA
2020-09-26;15;152;NA
2020-09-27;15;152;NA
2020-09-28;15;152;NA
2020-09-29;15;152;NA
2020-09-30;15;152;NA
2020-10-01;15;152;NA
2020-10-02;15;152;NA
2020-10-03;15;152;NA
2020-10-04;15;152;NA
2020-10-05;15;152;NA
2020-10-06;15;152;NA
2020-10-07;15;152;NA
2020-10-08;15;152;NA
2020-10-09;15;152;NA
2020-10-10;15;152;NA
2020-10-11;15;152;NA
2020-10-12;15;152;NA
2020-10-13;15;152;NA
2020-10-14;15;152;NA
2020-10-15;15;152;NA
2020-10-16;15;152;NA
2020-10-17;15;152;NA
2020-10-18;15;152;NA
2020-10-19;15;152;NA
2020-10-20;15;152;NA
2020-10-21;15;152;NA
2020-10-22;15;152;NA
2020-10-23;15;152;NA
2020-10-24;15;152;NA
2020-10-25;15;152;NA
2020-10-26;15;152;NA
2020-10-27;15;152;NA
2020-10-28;15;152;NA
2020-10-29;15;152;NA
2020-10-30;15;152;NA
2020-10-31;15;152;NA
2020-11-01;15;152;NA
2020-11-02;15;152;NA
2020-11-03;15;152;NA
2020-11-04;15;152;NA
2020-11-05;15;152;NA
2020-11-06;15;152;NA
2020-11-07;15;152;NA
2020-11-08;15;152;NA
2020-11-09;15;152;NA
2020-11-10;15;152;NA
2020-11-11;15;152;NA
2020-11-12;15;152;NA
2020-11-13;15;152;NA
2020-11-14;15;152;NA
2020-11-15;15;152;NA
2020-11-16;15;152;NA
2020-11-17;15;152;NA
2020-11-18;15;152;NA
2020-11-19;15;152;NA
2020-11-20;15;152;NA
2020-11-21;15;152;NA
2020-11-22;15;152;NA
2020-11-23;15;152;NA
2020-11-24;15;152;NA
2020-11-25;15;152;NA
2020-11-26;15;152;NA
2020-11-27;15;152;NA
2020-11-28;15;152;NA
2020-11-29;15;152;NA
2020-11-30;15;152;NA
2020-12-01;15;152;NA
2020-12-02;15;152;NA
2020-12-03;15;152;NA
2020-12-04;15;152;NA
2020-12-05;15;152;NA
2020-12-06;15;152;NA
2020-12-07;15;152;NA
2020-12-08;15;152;NA
2020-12-09;15;152;NA
2020-12-10;15;152;NA
2020-12-11;15;152;NA
2020-12-12;15;152;NA
2020-12-13;15;152;NA
2020-12-14;15;152;NA
2020-12-15;15;152;NA
2020-12-16;15;152;NA
2020-12-17;15;152;NA
2020-12-18;15;152;NA
2020-12-19;15;152;NA
2020-12-20;15;152;NA
2020-12-21;15;152;NA
2020-12-22;15;152;NA
2020-12-23;15;152;NA
2020-12-24;15;152;NA
2020-12-25;15;152;NA
2020-12-26;15;152;NA
2020-12-27;15;152;NA
2020-12-28;15;152;NA
2020-12-29;15;152;NA
2020-12-30;15;152;NA
2020-12-31;15;152;NA
2021-01-01;15;152;NA
2021-01-02;15;152;NA
2021-01-03;15;152;NA
2021-01-04;15;152;NA
2021-01-05;15;152;NA
2021-01-06;15;152;NA
2021-01-07;15;152;NA
2021-01-08;15;152;NA
2021-01-09;15;152;NA
2021-01-10;15;152;NA
2021-01-11;15;152;NA
2021-01-12;15;152;NA
2021-01-13;15;152;NA
2021-01-14;15;152;NA
2021-01-15;15;152;NA
2021-01-16;15;152;NA
2021-01-17;15;152;NA
2021-01-18;15;152;NA
2021-01-19;15;152;NA
2021-01-20;15;152;NA
2021-01-21;15;152;NA
2021-01-22;15;152;NA
2021-01-23;15;152;NA
2021-01-24;15;152;NA
2021-01-25;15;152;NA
2021-01-26;15;152;NA
2021-01-27;15;152;NA
2021-01-28;15;152;NA
2021-01-29;15;152;NA
2021-01-30;15;152;NA
2021-01-31;15;152;NA
2021-02-01;15;152;NA
2021-02-02;15;152;NA
2021-02-03;15;152;NA
2021-02-04;15;152;NA
2021-02-05;15;152;NA
2021-02-06;15;152;NA
2021-02-07;15;152;NA
2021-02-08;15;152;NA
2021-02-09;15;152;NA
2021-02-10;15;152;NA
2021-02-11;15;152;NA
2021-02-12;15;152;NA
2021-02-13;15;152;NA
2021-02-14;15;152;NA
2021-02-15;15;152;NA
2021-02-16;15;152;NA
2021-02-17;15;152;NA
2021-02-18;15;152;NA
2021-02-19;15;152;NA
2021-02-20;15;152;NA
2021-02-21;15;152;NA
2021-02-22;15;152;NA
2021-02-23;15;152;NA
2021-02-24;15;152;NA
2021-02-25;15;152;NA
2021-02-26;15;152;NA
2021-02-27;15;152;NA
2021-02-28;15;152;NA
2021-03-01;15;152;NA
2021-03-02;15;152;NA
2021-03-03;15;152;NA
2021-03-04;15;152;NA
2021-03-05;15;152;NA
2021-03-06;15;152;NA
2021-03-07;15;152;NA
2021-03-08;15;152;NA
2021-03-09;15;152;NA
2021-03-10;15;152;NA
2021-03-11;15;152;NA
2021-03-12;15;152;NA
2021-03-13;15;152;NA
2021-03-14;15;152;NA
2021-03-15;15;152;NA
2021-03-16;15;152;NA
2021-03-17;15;152;NA
2021-03-18;15;152;NA
2021-03-19;15;152;NA
2021-03-20;15;152;NA
2021-03-21;15;152;NA
2021-03-22;15;152;NA
2021-03-23;15;152;NA
2021-03-24;15;152;NA
2021-03-25;15;152;NA
2021-03-26;15;152;NA
2021-03-27;15;152;NA
2021-03-28;15;152;NA
2021-03-29;15;152;NA
2021-03-30;15;152;NA
2021-03-31;15;152;NA
2021-04-01;15;152;NA
2021-04-02;15;152;NA
2021-04-03;15;152;NA
2021-04-04;15;152;NA
2021-04-05;15;152;NA
2021-04-06;15;152;NA
2021-04-07;15;152;NA
2021-04-08;15;152;NA
2021-04-09;15;152;NA
2021-04-10;15;152;NA
2021-04-11;15;152;NA
2021-04-12;15;152;NA
2021-04-13;15;152;NA
2021-04-14;15;152;NA
2021-04-15;15;152;NA
2021-04-16;15;152;NA
2021-04-17;15;152;NA
2021-04-18;15;152;NA
2021-04-19;15;152;NA
2021-04-20;15;152;NA
2021-04-21;15;152;NA
2021-04-22;15;152;NA
2021-04-23;15;152;NA
2021-04-24;15;152;NA
2021-04-25;15;152;NA
2021-04-26;15;152;NA
2021-04-27;15;152;NA
2021-04-28;15;152;NA
2021-04-29;15;152;NA
2021-04-30;15;152;NA
2021-05-01;15;152;NA
2021-05-02;15;152;NA
2021-05-03;15;152;NA
2021-05-04;15;152;NA
2021-05-05;15;152;NA
2021-05-06;15;152;NA
2021-05-07;15;152;NA
2021-05-08;15;152;NA
2021-05-09;15;152;NA
2021-05-10;15;152;NA
2021-05-11;15;152;NA
2021-05-12;15;152;NA
2021-05-13;15;152;NA
2021-05-14;15;152;NA
2021-05-15;15;152;NA
2021-05-16;15;152;NA
2021-05-17;15;152;NA
2021-05-18;15;152;NA
2021-05-19;15;152;NA
2021-05-20;15;152;NA
2021-05-21;15;152;NA
2021-05-22;15;152;NA
2021-05-23;15;152;NA
2021-05-24;15;152;NA
2021-05-25;15;152;NA
2021-05-26;15;152;NA
2021-05-27;15;152;NA
2021-05-28;15;152;NA
2021-05-29;15;152;NA
2021-05-30;15;152;NA
2021-05-31;15;152;NA
2021-06-01;15;152;NA
2021-06-02;15;152;NA
2021-06-03;15;152;NA
2021-06-04;15;152;NA
2021-06-05;15;152;NA
2021-06-06;15;152;NA
2021-06-07;15;152;NA
2021-06-08;15;152;NA
2021-06-09;15;152;NA
2021-06-10;15;152;NA
2021-06-11;15;152;NA
2021-06-12;15;152;NA
2021-06-13;15;152;NA
2021-06-14;15;152;NA
2021-06-15;15;152;NA
2021-06-16;15;152;NA
2021-06-17;15;152;NA
2021-06-18;15;152;NA
2021-06-19;15;152;NA
2021-06-20;15;152;NA
2021-06-21;15;152;NA
2021-06-22;15;152;NA
2021-06-23;15;152;NA
2021-06-24;15;152;NA
2021-06-25;15;152;NA
2021-06-26;15;152;NA
2021-06-27;15;152;NA
2021-06-28;15;152;NA
2021-06-29;15;152;NA
2021-06-30;15;152;NA
2021-07-01;15;152;NA
2021-07-02;15;152;NA
2021-07-03;15;152;NA
2021-07-04;15;152;NA
2021-07-05;15;152;NA
2021-07-06;15;152;NA
2021-07-07;15;152;NA
2021-07-08;15;152;NA
2021-07-09;15;152;NA
2021-07-10;15;152;NA
2021-07-11;15;152;NA
2021-07-12;15;152;NA
2021-07-13;15;152;NA
2021-07-14;15;152;NA
2021-07-15;15;152;NA
2021-07-16;15;152;NA
2021-07-17;15;152;NA
2021-07-18;15;152;NA
2021-07-19;15;152;NA
2021-07-20;15;152;NA
2021-07-21;15;152;NA
2021-07-22;15;152;NA
2021-07-23;15;152;NA
2021-07-24;15;152;NA
2021-07-25;15;152;NA
2021-07-26;15;152;NA
2021-07-27;15;152;NA
2021-07-28;15;152;NA
2021-07-29;15;152;NA
2021-07-30;15;152;NA
2021-07-31;15;152;NA
2021-08-01;15;152;NA
2021-08-02;15;152;NA
2021-08-03;15;152;NA
2021-08-04;15;152;NA
2021-08-05;15;152;NA
2021-08-06;15;152;NA
2021-08-07;15;152;NA
2021-08-08;15;152;NA
2021-08-09;15;152;NA
2021-08-10;15;152;NA
2021-08-11;15;152;NA
2021-08-12;15;152;NA
2021-08-13;15;152;NA
2021-08-14;15;152;NA
2021-08-15;15;152;NA
2021-08-16;15;152;NA
2021-08-17;15;152;NA
2021-08-18;15;152;NA
2021-08-19;15;152;NA
2021-08-20;15;152;NA
2021-08-21;15;152;NA
2021-08-22;15;152;NA
2021-08-23;15;152;NA
2021-08-24;15;152;NA
2021-08-25;15;152;NA
2021-08-26;15;152;NA
2021-08-27;15;152;NA
2021-08-28;15;152;NA
2021-08-29;15;152;NA
2021-08-30;15;152;NA
2021-08-31;15;152;NA
2021-09-01;15;152;NA
2021-09-02;15;152;NA
2021-09-03;15;152;NA
2021-09-04;15;152;NA
2021-09-05;15;152;NA
2021-09-06;15;152;NA
2021-09-07;15;152;NA
2021-09-08;15;152;NA
2021-09-09;15;152;NA
2021-09-10;15;152;NA
2021-09-11;15;152;NA
2021-09-12;15;152;NA
2021-09-13;15;152;NA
2021-09-14;15;152;NA
2021-09-15;15;152;NA
2021-09-16;15;152;NA
2021-09-17;15;152;NA
2021-09-18;15;152;NA
2021-09-19;15;152;NA
2021-09-20;15;152;NA
2021-09-21;15;152;NA
2021-09-22;15;152;NA
2021-09-23;15;152;NA
2021-09-24;15;152;NA
2021-09-25;15;152;NA
2021-09-26;15;152;NA
2021-09-27;15;152;NA
2021-09-28;15;152;NA
2021-09-29;15;152;NA
2021-09-30;15;152;NA
2021-10-01;15;152;NA
2021-10-02;15;152;NA
2021-10-03;15;152;NA
2021-10-04;15;152;NA
2021-10-05;15;152;NA
2021-10-06;15;152;NA
2021-10-07;15;152;NA
2021-10-08;15;152;NA
2021-10-09;15;152;NA
2021-10-10;15;152;NA
2021-10-11;15;152;NA
2021-10-12;15;152;NA
2021-10-13;15;152;NA
2021-10-14;15;152;NA
2021-10-15;15;152;NA
2021-10-16;15;152;NA
2021-10-17;15;152;NA
2021-10-18;15;152;NA
2021-10-19;15;152;NA
2021-10-20;15;152;NA
2021-10-21;15;152;NA
2021-10-22;15;152;NA
2021-10-23;15;152;NA
2021-10-24;15;152;NA
2021-10-25;15;152;NA
2021-10-26;15;152;NA
2021-10-27;15;152;NA
2021-10-28;15;152;NA
2021-10-29;15;152;NA
2021-10-30;15;152;NA
2021-10-31;15;152;NA
2021-11-01;15;152;NA
2021-11-02;15;152;NA
2021-11-03;15;152;NA
2021-11-04;15;152;NA
2021-11-05;15;152;NA
2021-11-06;15;152;NA
2021-11-07;15;152;NA
2021-11-08;15;152;NA
2021-11-09;15;152;NA
2021-11-10;15;152;NA
2021-11-11;15;152;NA
2021-11-12;15;152;NA
2021-11-13;15;152;NA
2021-11-14;15;152;NA
2021-11-15;15;152;NA
2021-11-16;15;152;NA
2021-11-17;15;152;NA
2021-11-18;15;152;NA
2021-11-19;15;152;NA
2021-11-20;15;152;NA
2021-11-21;15;152;NA
2021-11-22;15;152;NA
2021-11-23;15;152;NA
2021-11-24;15;152;NA
2021-11-25;15;152;NA
2021-11-26;15;152;NA
2021-11-27;15;152;NA
2021-11-28;15;152;NA
2021-11-29;15;152;NA
2021-11-30;15;152;NA
2021-12-01;15;152;NA
2021-12-02;15;152;NA
2021-12-03;15;152;NA
2021-12-04;15;152;NA
2021-12-05;15;152;NA
2021-12-06;15;152;NA
2021-12-07;15;152;NA
2021-12-08;15;152;NA
2021-12-09;15;152;NA
2021-12-10;15;152;NA
2021-12-11;15;152;NA
2021-12-12;15;152;NA
2021-12-13;15;152;NA
2021-12-14;15;152;NA
2021-12-15;15;152;NA
2021-12-16;15;152;NA
2021-12-17;15;152;NA
2021-12-18;15;152;NA
2021-12-19;15;152;NA
2021-12-20;15;152;NA
2021-12-21;15;152;NA
2021-12-22;15;152;NA
2021-12-23;15;152;NA
2021-12-24;15;152;NA
2021-12-25;15;152;NA
2021-12-26;15;152;NA
2021-12-27;15;152;NA
2021-12-28;15;152;NA
2021-12-29;15;152;NA
2021-12-30;15;152;NA
2021-12-31;15;152;NA
2022-01-01;15;152;NA
2022-01-02;15;152;NA
2022-01-03;15;152;NA
2022-01-04;15;152;NA
2022-01-05;15;152;NA
2022-01-06;15;152;NA
2022-01-07;15;152;NA
2022-01-08;15;152;NA
2022-01-09;15;152;NA
2022-01-10;15;152;NA
2022-01-11;15;152;NA
2022-01-12;15;152;NA
2022-01-13;15;152;NA
2022-01-14;15;152;NA
2022-01-15;15;152;NA
2022-01-16;15;152;1
2022-01-17;15;152;0.982142857142857
2022-01-18;15;152;0.982142857142857
2022-01-19;15;152;0.982142857142857
2022-01-20;15;152;0.982142857142857
2022-01-21;15;152;0.982142857142857
2022-01-22;15;152;NA
2022-01-23;15;152;NA
2022-01-24;15;152;NA
2022-01-25;15;152;NA
2022-01-26;15;152;NA
2022-01-27;15;152;NA
2022-01-28;15;152;NA
2022-01-29;15;152;1
2022-01-30;15;152;1
2022-01-31;15;152;1
2022-02-01;15;152;1
2022-02-02;15;152;1
2022-02-03;15;152;1
2022-02-04;15;152;1
2022-02-05;15;152;NA
2022-02-06;15;152;NA
2022-02-07;15;152;NA
2022-02-08;15;152;NA
2022-02-09;15;152;NA
2022-02-10;15;152;NA
2022-02-11;15;152;NA
2022-02-12;15;152;NA
2022-02-13;15;152;NA
2022-02-14;15;152;NA
2022-02-15;15;152;NA
2022-02-16;15;152;NA
2022-02-17;15;152;NA
2022-02-18;15;152;NA
2022-02-19;15;152;NA
2022-02-20;15;152;NA
2022-02-21;15;152;NA
2022-02-22;15;152;NA
2022-02-23;15;152;NA
2022-02-24;15;152;NA
2022-02-25;15;152;NA
2022-02-26;15;152;NA
2022-02-27;15;152;NA
2022-02-28;15;152;NA
2022-03-01;15;152;NA
2022-03-02;15;152;NA
2022-03-03;15;152;NA
2022-03-04;15;152;NA
2022-03-05;15;152;NA
2022-03-06;15;152;NA
2022-03-07;15;152;NA
2022-03-08;15;152;NA
2022-03-09;15;152;NA
2022-03-10;15;152;NA
2022-03-11;15;152;NA
2022-03-12;15;152;NA
2022-03-13;15;152;NA
2022-03-14;15;152;NA
2022-03-15;15;152;NA
2022-03-16;15;152;NA
2022-03-17;15;152;NA
2022-03-18;15;152;NA
2022-03-19;15;152;NA
2022-03-20;15;152;NA
2022-03-21;15;152;NA
2022-03-22;15;152;NA
2022-03-23;15;152;NA
2022-03-24;15;152;NA
2022-03-25;15;152;NA
2022-03-26;15;152;0.857142857142857
2022-03-27;15;152;NA
2022-03-28;15;152;NA
2022-03-29;15;152;NA
2022-03-30;15;152;NA
2022-03-31;15;152;NA
2022-04-01;15;152;NA
2022-04-02;15;152;NA
2022-04-03;15;152;NA
2022-04-04;15;152;NA
2022-04-05;15;152;NA
2022-04-06;15;152;NA
2022-04-07;15;152;NA
2022-04-08;15;152;NA
2022-04-09;15;152;NA
2022-04-10;15;152;NA
2022-04-11;15;152;NA
2022-04-12;15;152;NA
2022-04-13;15;152;NA
2022-04-14;15;152;NA
2022-04-15;15;152;NA
2022-04-16;15;152;NA
2022-04-17;15;152;NA
2022-04-18;15;152;NA
2022-04-19;15;152;NA
2022-04-20;15;152;NA
2022-04-21;15;152;NA
2022-04-22;15;152;NA
2022-04-23;15;152;NA
2022-04-24;15;152;NA
2020-03-10;01;011;NA
2020-03-11;01;011;NA
2020-03-12;01;011;NA
2020-03-13;01;011;NA
2020-03-14;01;011;NA
2020-03-15;01;011;NA
2020-03-16;01;011;NA
2020-03-17;01;011;NA
2020-03-18;01;011;NA
2020-03-19;01;011;NA
2020-03-20;01;011;NA
2020-03-21;01;011;NA
2020-03-22;01;011;NA
2020-03-23;01;011;NA
2020-03-24;01;011;NA
2020-03-25;01;011;NA
2020-03-26;01;011;NA
2020-03-27;01;011;NA
2020-03-28;01;011;NA
2020-03-29;01;011;NA
2020-03-30;01;011;NA
2020-03-31;01;011;NA
2020-04-01;01;011;NA
2020-04-02;01;011;NA
2020-04-03;01;011;NA
2020-04-04;01;011;0.142857142857143
2020-04-05;01;011;0.142857142857143
2020-04-06;01;011;0.142857142857143
2020-04-07;01;011;0.285714285714286
2020-04-08;01;011;0.142857142857143
2020-04-09;01;011;0.142857142857143
2020-04-10;01;011;NA
2020-04-11;01;011;NA
2020-04-12;01;011;NA
2020-04-13;01;011;NA
2020-04-14;01;011;NA
2020-04-15;01;011;NA
2020-04-16;01;011;NA
2020-04-17;01;011;NA
2020-04-18;01;011;NA
2020-04-19;01;011;0.0833333333333333
2020-04-20;01;011;0.183333333333333
2020-04-21;01;011;0.239455782312925
2020-04-22;01;011;0.257312925170068
2020-04-23;01;011;0.275170068027211
2020-04-24;01;011;0.37407116692831
2020-04-25;01;011;0.445499738356881
2020-04-26;01;011;0.493118785975929
2020-04-27;01;011;0.483344349885703
2020-04-28;01;011;0.444139194139194
2020-04-29;01;011;0.441319645267014
2020-04-30;01;011;0.449436528383897
2020-05-01;01;011;0.383502462449831
2020-05-02;01;011;0.40298298193035
2020-05-03;01;011;0.320167246940702
2020-05-04;01;011;0.239158272892679
2020-05-05;01;011;0.212842483418995
2020-05-06;01;011;0.237804889434032
